,subregion_cited,year,is_oa,count_doi,subregion_citing,subregion_citing_count
4391,Australia and New Zealand,2018,True,43771,Micronesia,1
4392,Melanesia,2014,True,149,Melanesia,375
4393,Melanesia,2014,True,149,Northern Africa,66
4394,Melanesia,2014,True,149,Eastern Europe,103
4395,Melanesia,2014,True,149,South-eastern Asia,285
4396,Melanesia,2014,True,149,Sub-Saharan Africa,823
4397,Melanesia,2014,True,149,Southern Asia,603
4398,Melanesia,2014,True,149,Western Asia,136
4399,Melanesia,2014,True,149,Eastern Asia,747
4400,Melanesia,2014,True,149,Southern Europe,414
4401,Melanesia,2014,True,149,Western Europe,789
4402,Melanesia,2014,True,149,Latin America and the Caribbean,452
4403,Melanesia,2014,True,149,Northern Europe,1294
4404,Melanesia,2014,True,149,Northern America,2308
4405,Melanesia,2014,True,149,Australia and New Zealand,1081
4406,Melanesia,2014,True,149,Central Asia,3
4407,Melanesia,2014,True,149,Polynesia,7
4408,Melanesia,2011,False,108,Northern Europe,341
4409,Melanesia,2011,False,108,Australia and New Zealand,520
4410,Melanesia,2011,False,108,Eastern Asia,370
4411,Melanesia,2011,False,108,Northern America,620
4412,Melanesia,2011,False,108,Latin America and the Caribbean,182
4413,Melanesia,2011,False,108,South-eastern Asia,125
4414,Melanesia,2011,False,108,Western Europe,209
4415,Melanesia,2011,False,108,Southern Asia,314
4416,Melanesia,2011,False,108,Sub-Saharan Africa,136
4417,Melanesia,2011,False,108,Northern Africa,42
4418,Melanesia,2011,False,108,Melanesia,173
4419,Melanesia,2011,False,108,Eastern Europe,44
4420,Melanesia,2011,False,108,Southern Europe,197
4421,Melanesia,2011,False,108,Western Asia,99
4422,Melanesia,2011,False,108,Polynesia,2
4423,Melanesia,2011,False,108,Central Asia,1
4424,Western Europe,2019,True,150747,Southern Europe,239487
4425,Western Europe,2019,True,150747,Western Europe,630178
4426,Western Europe,2019,True,150747,Northern Europe,353385
4427,Western Europe,2019,True,150747,Northern America,629466
4428,Western Europe,2019,True,150747,Southern Asia,94014
4429,Western Europe,2019,True,150747,Eastern Asia,443523
4430,Western Europe,2019,True,150747,Latin America and the Caribbean,91775
4431,Western Europe,2019,True,150747,Western Asia,71052
4432,Western Europe,2019,True,150747,South-eastern Asia,48090
4433,Western Europe,2019,True,150747,Australia and New Zealand,111085
4434,Western Europe,2019,True,150747,Sub-Saharan Africa,40788
4435,Western Europe,2019,True,150747,Eastern Europe,97792
4436,Western Europe,2019,True,150747,Northern Africa,14662
4437,Western Europe,2019,True,150747,Central Asia,1566
4438,Western Europe,2019,True,150747,Melanesia,355
4439,Western Europe,2019,True,150747,Polynesia,51
4440,Western Europe,2019,True,150747,Micronesia,2
4441,Eastern Asia,2018,True,183052,South-eastern Asia,90676
4442,Eastern Asia,2018,True,183052,Eastern Europe,92981
4443,Eastern Asia,2018,True,183052,Southern Europe,185894
4444,Eastern Asia,2018,True,183052,Eastern Asia,1491450
4445,Eastern Asia,2018,True,183052,Northern America,674544
4446,Eastern Asia,2018,True,183052,Western Europe,290958
4447,Eastern Asia,2018,True,183052,Australia and New Zealand,119521
4448,Eastern Asia,2018,True,183052,Southern Asia,192099
4449,Eastern Asia,2018,True,183052,Latin America and the Caribbean,88657
4450,Eastern Asia,2018,True,183052,Northern Europe,266283
4451,Eastern Asia,2018,True,183052,Northern Africa,27593
4452,Eastern Asia,2018,True,183052,Western Asia,95936
4453,Eastern Asia,2018,True,183052,Sub-Saharan Africa,38698
4454,Eastern Asia,2018,True,183052,Central Asia,2163
4455,Eastern Asia,2018,True,183052,Melanesia,345
4456,Eastern Asia,2018,True,183052,Polynesia,43
4457,Eastern Asia,2018,True,183052,Micronesia,1
4458,Southern Asia,2017,True,38790,Northern Europe,70169
4459,Southern Asia,2017,True,38790,South-eastern Asia,28964
4460,Southern Asia,2017,True,38790,Western Asia,39769
4461,Southern Asia,2017,True,38790,Australia and New Zealand,31784
4462,Southern Asia,2017,True,38790,Western Europe,63397
4463,Southern Asia,2017,True,38790,Southern Asia,175480
4464,Southern Asia,2017,True,38790,Southern Europe,48476
4465,Southern Asia,2017,True,38790,Northern Africa,13666
4466,Southern Asia,2017,True,38790,Sub-Saharan Africa,26449
4467,Southern Asia,2017,True,38790,Latin America and the Caribbean,34293
4468,Southern Asia,2017,True,38790,Eastern Asia,135931
4469,Southern Asia,2017,True,38790,Northern America,134981
4470,Southern Asia,2017,True,38790,Eastern Europe,25601
4471,Southern Asia,2017,True,38790,Central Asia,799
4472,Southern Asia,2017,True,38790,Melanesia,304
4473,Southern Asia,2017,True,38790,Polynesia,17
4474,Southern Asia,2017,True,38790,Micronesia,1
4475,Latin America and the Caribbean,2012,True,36651,Northern Europe,83018
4476,Latin America and the Caribbean,2012,True,36651,Southern Asia,41890
4477,Latin America and the Caribbean,2012,True,36651,Western Europe,97635
4478,Latin America and the Caribbean,2012,True,36651,Southern Europe,73272
4479,Latin America and the Caribbean,2012,True,36651,Northern America,189100
4480,Latin America and the Caribbean,2012,True,36651,Latin America and the Caribbean,207921
4481,Latin America and the Caribbean,2012,True,36651,Eastern Asia,97616
4482,Latin America and the Caribbean,2012,True,36651,Australia and New Zealand,35767
4483,Latin America and the Caribbean,2012,True,36651,Northern Africa,8766
4484,Latin America and the Caribbean,2012,True,36651,Western Asia,23815
4485,Latin America and the Caribbean,2012,True,36651,South-eastern Asia,17027
4486,Latin America and the Caribbean,2012,True,36651,Eastern Europe,27020
4487,Latin America and the Caribbean,2012,True,36651,Sub-Saharan Africa,19545
4488,Latin America and the Caribbean,2012,True,36651,Central Asia,412
4489,Latin America and the Caribbean,2012,True,36651,Melanesia,202
4490,Latin America and the Caribbean,2012,True,36651,Polynesia,11
4491,Latin America and the Caribbean,2012,True,36651,Micronesia,1
4492,Southern Europe,2015,False,72612,Southern Asia,96893
4493,Southern Europe,2015,False,72612,Northern Africa,16411
4494,Southern Europe,2015,False,72612,Australia and New Zealand,53001
4495,Southern Europe,2015,False,72612,Western Europe,180681
4496,Southern Europe,2015,False,72612,Latin America and the Caribbean,83103
4497,Southern Europe,2015,False,72612,Northern Europe,151116
4498,Southern Europe,2015,False,72612,Northern America,275030
4499,Southern Europe,2015,False,72612,Southern Europe,386021
4500,Southern Europe,2015,False,72612,South-eastern Asia,35593
4501,Southern Europe,2015,False,72612,Sub-Saharan Africa,19011
4502,Southern Europe,2015,False,72612,Eastern Europe,62340
4503,Southern Europe,2015,False,72612,Eastern Asia,290579
4504,Southern Europe,2015,False,72612,Western Asia,56123
4505,Southern Europe,2015,False,72612,Melanesia,237
4506,Southern Europe,2015,False,72612,Central Asia,832
4507,Southern Europe,2015,False,72612,Polynesia,25
4508,Sub-Saharan Africa,2016,True,18853,Melanesia,320
4509,Sub-Saharan Africa,2016,True,18853,Northern Africa,5000
4510,Sub-Saharan Africa,2016,True,18853,South-eastern Asia,13770
4511,Sub-Saharan Africa,2016,True,18853,Sub-Saharan Africa,86386
4512,Sub-Saharan Africa,2016,True,18853,Western Asia,15115
4513,Sub-Saharan Africa,2016,True,18853,Southern Asia,32014
4514,Sub-Saharan Africa,2016,True,18853,Latin America and the Caribbean,24836
4515,Sub-Saharan Africa,2016,True,18853,Eastern Europe,14507
4516,Sub-Saharan Africa,2016,True,18853,Australia and New Zealand,30105
4517,Sub-Saharan Africa,2016,True,18853,Southern Europe,35467
4518,Sub-Saharan Africa,2016,True,18853,Western Europe,66887
4519,Sub-Saharan Africa,2016,True,18853,Eastern Asia,62140
4520,Sub-Saharan Africa,2016,True,18853,Northern Europe,76488
4521,Sub-Saharan Africa,2016,True,18853,Northern America,142058
4522,Sub-Saharan Africa,2016,True,18853,Central Asia,323
4523,Sub-Saharan Africa,2016,True,18853,Polynesia,44
4524,Sub-Saharan Africa,2016,True,18853,Micronesia,1
4525,Central Asia,2013,True,195,Northern America,886
4526,Central Asia,2013,True,195,Central Asia,408
4527,Central Asia,2013,True,195,Western Asia,185
4528,Central Asia,2013,True,195,Latin America and the Caribbean,311
4529,Central Asia,2013,True,195,Southern Europe,392
4530,Central Asia,2013,True,195,Northern Europe,388
4531,Central Asia,2013,True,195,Western Europe,473
4532,Central Asia,2013,True,195,Eastern Asia,737
4533,Central Asia,2013,True,195,Southern Asia,396
4534,Central Asia,2013,True,195,South-eastern Asia,81
4535,Central Asia,2013,True,195,Eastern Europe,348
4536,Central Asia,2013,True,195,Northern Africa,48
4537,Central Asia,2013,True,195,Sub-Saharan Africa,66
4538,Central Asia,2013,True,195,Australia and New Zealand,89
4539,Southern Europe,2010,False,68219,Northern America,414638
4540,Southern Europe,2010,False,68219,Southern Asia,122527
4541,Southern Europe,2010,False,68219,Northern Africa,20450
4542,Southern Europe,2010,False,68219,Southern Europe,505867
4543,Southern Europe,2010,False,68219,Western Asia,71527
4544,Southern Europe,2010,False,68219,South-eastern Asia,44368
4545,Southern Europe,2010,False,68219,Northern Europe,212174
4546,Southern Europe,2010,False,68219,Western Europe,269294
4547,Southern Europe,2010,False,68219,Eastern Asia,365679
4548,Southern Europe,2010,False,68219,Australia and New Zealand,71820
4549,Southern Europe,2010,False,68219,Latin America and the Caribbean,103951
4550,Southern Europe,2010,False,68219,Eastern Europe,81746
4551,Southern Europe,2010,False,68219,Sub-Saharan Africa,25026
4552,Southern Europe,2010,False,68219,Central Asia,709
4553,Southern Europe,2010,False,68219,Melanesia,271
4554,Southern Europe,2010,False,68219,Polynesia,16
4555,Southern Europe,2010,False,68219,Micronesia,1
4556,Northern Europe,2013,True,91018,Eastern Europe,140098
4557,Northern Europe,2013,True,91018,Eastern Asia,633547
4558,Northern Europe,2013,True,91018,Northern America,1254002
4559,Northern Europe,2013,True,91018,Southern Europe,371230
4560,Northern Europe,2013,True,91018,Northern Europe,1000463
4561,Northern Europe,2013,True,91018,Western Europe,716625
4562,Northern Europe,2013,True,91018,South-eastern Asia,79782
4563,Northern Europe,2013,True,91018,Southern Asia,150333
4564,Northern Europe,2013,True,91018,Latin America and the Caribbean,158044
4565,Northern Europe,2013,True,91018,Sub-Saharan Africa,90221
4566,Northern Europe,2013,True,91018,Australia and New Zealand,248456
4567,Northern Europe,2013,True,91018,Western Asia,110445
4568,Northern Europe,2013,True,91018,Northern Africa,21595
4569,Northern Europe,2013,True,91018,Melanesia,914
4570,Northern Europe,2013,True,91018,Central Asia,1573
4571,Northern Europe,2013,True,91018,Polynesia,67
4572,Northern Europe,2013,True,91018,Micronesia,4
4573,Eastern Asia,2018,False,301918,Northern America,662448
4574,Eastern Asia,2018,False,301918,Eastern Europe,111593
4575,Eastern Asia,2018,False,301918,Southern Europe,179814
4576,Eastern Asia,2018,False,301918,Western Europe,249257
4577,Eastern Asia,2018,False,301918,Australia and New Zealand,165995
4578,Eastern Asia,2018,False,301918,Southern Asia,358282
4579,Eastern Asia,2018,False,301918,Eastern Asia,3174197
4580,Eastern Asia,2018,False,301918,Northern Europe,253107
4581,Eastern Asia,2018,False,301918,Latin America and the Caribbean,98871
4582,Eastern Asia,2018,False,301918,Sub-Saharan Africa,43788
4583,Eastern Asia,2018,False,301918,Western Asia,149084
4584,Eastern Asia,2018,False,301918,South-eastern Asia,163709
4585,Eastern Asia,2018,False,301918,Northern Africa,44451
4586,Eastern Asia,2018,False,301918,Central Asia,3570
4587,Eastern Asia,2018,False,301918,Melanesia,414
4588,Eastern Asia,2018,False,301918,Polynesia,46
4589,Eastern Asia,2018,False,301918,Micronesia,3
4590,Northern America,2010,True,188176,Latin America and the Caribbean,370773
4591,Northern America,2010,True,188176,Australia and New Zealand,489814
4592,Northern America,2010,True,188176,Eastern Europe,284041
4593,Northern America,2010,True,188176,Southern Europe,801902
4594,Northern America,2010,True,188176,Eastern Asia,1926204
4595,Northern America,2010,True,188176,Northern Europe,1355760
4596,Northern America,2010,True,188176,Western Europe,1608944
4597,Northern America,2010,True,188176,Northern America,5019781
4598,Northern America,2010,True,188176,Sub-Saharan Africa,163247
4599,Northern America,2010,True,188176,Southern Asia,375259
4600,Northern America,2010,True,188176,South-eastern Asia,179475
4601,Northern America,2010,True,188176,Western Asia,272869
4602,Northern America,2010,True,188176,Northern Africa,49343
4603,Northern America,2010,True,188176,Central Asia,2788
4604,Northern America,2010,True,188176,Melanesia,1377
4605,Northern America,2010,True,188176,Polynesia,120
4606,Northern America,2010,True,188176,Micronesia,5
4607,Southern Europe,2018,True,78463,South-eastern Asia,32532
4608,Southern Europe,2018,True,78463,Eastern Europe,69860
4609,Southern Europe,2018,True,78463,Southern Europe,349716
4610,Southern Europe,2018,True,78463,Eastern Asia,279223
4611,Southern Europe,2018,True,78463,Northern America,362501
4612,Southern Europe,2018,True,78463,Western Europe,245903
4613,Southern Europe,2018,True,78463,Sub-Saharan Africa,25217
4614,Southern Europe,2018,True,78463,Western Asia,55296
4615,Southern Europe,2018,True,78463,Southern Asia,77777
4616,Southern Europe,2018,True,78463,Northern Europe,210179
4617,Southern Europe,2018,True,78463,Latin America and the Caribbean,84155
4618,Southern Europe,2018,True,78463,Australia and New Zealand,68406
4619,Southern Europe,2018,True,78463,Northern Africa,13960
4620,Southern Europe,2018,True,78463,Central Asia,1270
4621,Southern Europe,2018,True,78463,Melanesia,231
4622,Southern Europe,2018,True,78463,Polynesia,31
4623,Northern Europe,2012,True,78408,South-eastern Asia,75214
4624,Northern Europe,2012,True,78408,Australia and New Zealand,229822
4625,Northern Europe,2012,True,78408,Eastern Europe,129853
4626,Northern Europe,2012,True,78408,Southern Asia,140386
4627,Northern Europe,2012,True,78408,Western Asia,104387
4628,Northern Europe,2012,True,78408,Western Europe,681196
4629,Northern Europe,2012,True,78408,Eastern Asia,596186
4630,Northern Europe,2012,True,78408,Northern America,1200916
4631,Northern Europe,2012,True,78408,Northern Europe,932065
4632,Northern Europe,2012,True,78408,Southern Europe,352050
4633,Northern Europe,2012,True,78408,Sub-Saharan Africa,84800
4634,Northern Europe,2012,True,78408,Northern Africa,21287
